case_id,activity,timestamp,label
1,D1,2022-07-28 09:33:20,0
1,D6,2022-07-28 09:34:20,0
1,D3,2022-07-28 09:35:20,0
1,D5,2022-07-28 09:36:20,0
1,D2,2022-07-28 09:37:20,0
2,D1,2022-07-28 09:38:20,0
2,D2,2022-07-28 09:39:20,0
2,D4,2022-07-28 09:40:20,0
2,D6,2022-07-28 09:41:20,0
3,D1,2022-07-28 09:42:20,1
3,D2,2022-07-28 09:43:20,1
3,D3,2022-07-28 09:44:20,1
3,D5,2022-07-28 09:45:20,1
3,D6,2022-07-28 09:46:20,1
4,D1,2022-07-28 09:47:20,1
4,D2,2022-07-28 09:48:20,1
4,D3,2022-07-28 09:49:20,1
4,D5,2022-07-28 09:50:20,1
4,D6,2022-07-28 09:51:20,1
5,D1,2022-07-28 09:52:20,1
5,D2,2022-07-28 09:53:20,1
5,D4,2022-07-28 09:54:20,1
5,D5,2022-07-28 09:55:20,1
5,D6,2022-07-28 09:56:20,1
6,D1,2022-07-28 09:57:20,1
6,D2,2022-07-28 09:58:20,1
6,D3,2022-07-28 09:59:20,1
6,D5,2022-07-28 10:00:20,1
6,D6,2022-07-28 10:01:20,1
7,D1,2022-07-28 10:02:20,0
7,D2,2022-07-28 10:03:20,0
7,D3,2022-07-28 10:04:20,0
7,D5,2022-07-28 10:05:20,0
7,D6,2022-07-28 10:06:20,0
7,D2,2022-07-28 10:07:20,0
8,D1,2022-07-28 10:08:20,1
8,D2,2022-07-28 10:09:20,1
8,D3,2022-07-28 10:10:20,1
8,D5,2022-07-28 10:11:20,1
8,D6,2022-07-28 10:12:20,1
9,D1,2022-07-28 10:13:20,1
9,D2,2022-07-28 10:14:20,1
9,D3,2022-07-28 10:15:20,1
9,D5,2022-07-28 10:16:20,1
9,D6,2022-07-28 10:17:20,1
10,D1,2022-07-28 10:18:20,1
10,D2,2022-07-28 10:19:20,1
10,D3,2022-07-28 10:20:20,1
10,D5,2022-07-28 10:21:20,1
10,D6,2022-07-28 10:22:20,1
11,D1,2022-07-28 10:23:20,1
11,D2,2022-07-28 10:24:20,1
11,D4,2022-07-28 10:25:20,1
11,D5,2022-07-28 10:26:20,1
11,D6,2022-07-28 10:27:20,1
12,D1,2022-07-28 10:28:20,1
12,D2,2022-07-28 10:29:20,1
12,D4,2022-07-28 10:30:20,1
12,D5,2022-07-28 10:31:20,1
12,D6,2022-07-28 10:32:20,1
13,D1,2022-07-28 10:33:20,1
13,D2,2022-07-28 10:34:20,1
13,D4,2022-07-28 10:35:20,1
13,D5,2022-07-28 10:36:20,1
13,D6,2022-07-28 10:37:20,1
14,D1,2022-07-28 10:38:20,1
14,D2,2022-07-28 10:39:20,1
14,D4,2022-07-28 10:40:20,1
14,D5,2022-07-28 10:41:20,1
14,D6,2022-07-28 10:42:20,1
15,D1,2022-07-28 10:43:20,0
15,D2,2022-07-28 10:44:20,0
15,D4,2022-07-28 10:45:20,0
15,D5,2022-07-28 10:46:20,0
15,D6,2022-07-28 10:47:20,0
15,D5,2022-07-28 10:48:20,0
16,D1,2022-07-28 10:49:20,1
16,D2,2022-07-28 10:50:20,1
16,D4,2022-07-28 10:51:20,1
16,D5,2022-07-28 10:52:20,1
16,D6,2022-07-28 10:53:20,1
17,D1,2022-07-28 10:54:20,1
17,D2,2022-07-28 10:55:20,1
17,D3,2022-07-28 10:56:20,1
17,D5,2022-07-28 10:57:20,1
17,D6,2022-07-28 10:58:20,1
18,D1,2022-07-28 10:59:20,1
18,D2,2022-07-28 11:00:20,1
18,D4,2022-07-28 11:01:20,1
18,D5,2022-07-28 11:02:20,1
18,D6,2022-07-28 11:03:20,1
19,D1,2022-07-28 11:04:20,1
19,D2,2022-07-28 11:05:20,1
19,D4,2022-07-28 11:06:20,1
19,D5,2022-07-28 11:07:20,1
19,D6,2022-07-28 11:08:20,1
20,D1,2022-07-28 11:09:20,0
20,D2,2022-07-28 11:10:20,0
20,D3,2022-07-28 11:11:20,0
20,D6,2022-07-28 11:12:20,0
21,D1,2022-07-28 11:13:20,1
21,D2,2022-07-28 11:14:20,1
21,D3,2022-07-28 11:15:20,1
21,D5,2022-07-28 11:16:20,1
21,D6,2022-07-28 11:17:20,1
22,D1,2022-07-28 11:18:20,0
22,D2,2022-07-28 11:19:20,0
22,D4,2022-07-28 11:20:20,0
22,D5,2022-07-28 11:21:20,0
22,D6,2022-07-28 11:22:20,0
22,D4,2022-07-28 11:23:20,0
23,D1,2022-07-28 11:24:20,1
23,D2,2022-07-28 11:25:20,1
23,D3,2022-07-28 11:26:20,1
23,D5,2022-07-28 11:27:20,1
23,D6,2022-07-28 11:28:20,1
24,D1,2022-07-28 11:29:20,0
24,D3,2022-07-28 11:30:20,0
24,D5,2022-07-28 11:31:20,0
24,D6,2022-07-28 11:32:20,0
25,D1,2022-07-28 11:33:20,1
25,D2,2022-07-28 11:34:20,1
25,D4,2022-07-28 11:35:20,1
25,D5,2022-07-28 11:36:20,1
25,D6,2022-07-28 11:37:20,1
26,D1,2022-07-28 11:38:20,0
26,D4,2022-07-28 11:39:20,0
26,D2,2022-07-28 11:40:20,0
26,D5,2022-07-28 11:41:20,0
26,D6,2022-07-28 11:42:20,0
27,D1,2022-07-28 11:43:20,1
27,D2,2022-07-28 11:44:20,1
