case_id,activity,timestamp,label
1,K1,2022-08-05 21:49:18,0
1,K8,2022-08-05 21:50:18,0
2,K1,2022-08-05 21:51:18,1
2,K6,2022-08-05 21:52:18,1
2,K8,2022-08-05 21:53:18,1
3,K1,2022-08-05 21:54:18,1
3,K6,2022-08-05 21:55:18,1
3,K9,2022-08-05 21:56:18,1
4,K1,2022-08-05 21:57:18,1
4,K2,2022-08-05 21:58:18,1
4,K4,2022-08-05 21:59:18,1
4,K5,2022-08-05 22:00:18,1
4,K4,2022-08-05 22:01:18,1
4,K5,2022-08-05 22:02:18,1
4,K4,2022-08-05 22:03:18,1
4,K5,2022-08-05 22:04:18,1
4,K4,2022-08-05 22:05:18,1
4,K5,2022-08-05 22:06:18,1
4,K3,2022-08-05 22:07:18,1
4,K4,2022-08-05 22:08:18,1
4,K7,2022-08-05 22:09:18,1
4,K8,2022-08-05 22:10:18,1
5,K1,2022-08-05 22:11:18,1
5,K6,2022-08-05 22:12:18,1
5,K8,2022-08-05 22:13:18,1
6,K1,2022-08-05 22:14:18,1
6,K6,2022-08-05 22:15:18,1
6,K8,2022-08-05 22:16:18,1
7,K1,2022-08-05 22:17:18,0
7,K8,2022-08-05 22:18:18,0
7,K6,2022-08-05 22:19:18,0
8,K1,2022-08-05 22:20:18,1
8,K6,2022-08-05 22:21:18,1
8,K9,2022-08-05 22:22:18,1
9,K8,2022-08-05 22:23:18,0
9,K6,2022-08-05 22:24:18,0
9,K1,2022-08-05 22:25:18,0
10,K1,2022-08-05 22:26:18,1
10,K2,2022-08-05 22:27:18,1
10,K4,2022-08-05 22:28:18,1
10,K5,2022-08-05 22:29:18,1
10,K4,2022-08-05 22:30:18,1
10,K5,2022-08-05 22:31:18,1
10,K4,2022-08-05 22:32:18,1
10,K5,2022-08-05 22:33:18,1
10,K4,2022-08-05 22:34:18,1
10,K5,2022-08-05 22:35:18,1
10,K4,2022-08-05 22:36:18,1
10,K5,2022-08-05 22:37:18,1
10,K4,2022-08-05 22:38:18,1
10,K5,2022-08-05 22:39:18,1
10,K3,2022-08-05 22:40:18,1
10,K4,2022-08-05 22:41:18,1
10,K7,2022-08-05 22:42:18,1
10,K9,2022-08-05 22:43:18,1
11,K1,2022-08-05 22:44:18,0
11,K2,2022-08-05 22:45:18,0
11,K4,2022-08-05 22:46:18,0
11,K3,2022-08-05 22:47:18,0
11,K4,2022-08-05 22:48:18,0
11,K5,2022-08-05 22:49:18,0
11,K4,2022-08-05 22:50:18,0
11,K7,2022-08-05 22:51:18,0
11,K9,2022-08-05 22:52:18,0
12,K1,2022-08-05 22:53:18,1
12,K2,2022-08-05 22:54:18,1
12,K3,2022-08-05 22:55:18,1
12,K4,2022-08-05 22:56:18,1
12,K5,2022-08-05 22:57:18,1
12,K4,2022-08-05 22:58:18,1
12,K5,2022-08-05 22:59:18,1
12,K4,2022-08-05 23:00:18,1
12,K5,2022-08-05 23:01:18,1
12,K4,2022-08-05 23:02:18,1
12,K5,2022-08-05 23:03:18,1
12,K4,2022-08-05 23:04:18,1
12,K7,2022-08-05 23:05:18,1
12,K8,2022-08-05 23:06:18,1
13,K1,2022-08-05 23:07:18,0
13,K2,2022-08-05 23:08:18,0
13,K4,2022-08-05 23:09:18,0
13,K5,2022-08-05 23:10:18,0
13,K4,2022-08-05 23:11:18,0
13,K5,2022-08-05 23:12:18,0
13,K4,2022-08-05 23:13:18,0
13,K5,2022-08-05 23:14:18,0
13,K4,2022-08-05 23:15:18,0
13,K5,2022-08-05 23:16:18,0
13,K3,2022-08-05 23:17:18,0
13,K4,2022-08-05 23:18:18,0
13,K5,2022-08-05 23:19:18,0
13,K4,2022-08-05 23:20:18,0
13,K7,2022-08-05 23:21:18,0
13,K9,2022-08-05 23:22:18,0
13,K5,2022-08-05 23:23:18,0
14,K1,2022-08-05 23:24:18,0
14,K2,2022-08-05 23:25:18,0
14,K4,2022-08-05 23:26:18,0
14,K5,2022-08-05 23:27:18,0
14,K3,2022-08-05 23:28:18,0
14,K4,2022-08-05 23:29:18,0
14,K7,2022-08-05 23:30:18,0
14,K9,2022-08-05 23:31:18,0
14,K3,2022-08-05 23:32:18,0
15,K1,2022-08-05 23:33:18,1
15,K2,2022-08-05 23:34:18,1
15,K4,2022-08-05 23:35:18,1
15,K5,2022-08-05 23:36:18,1
15,K4,2022-08-05 23:37:18,1
15,K5,2022-08-05 23:38:18,1
15,K4,2022-08-05 23:39:18,1
15,K5,2022-08-05 23:40:18,1
15,K4,2022-08-05 23:41:18,1
15,K5,2022-08-05 23:42:18,1
15,K4,2022-08-05 23:43:18,1
15,K5,2022-08-05 23:44:18,1
15,K4,2022-08-05 23:45:18,1
15,K3,2022-08-05 23:46:18,1
15,K7,2022-08-05 23:47:18,1
15,K8,2022-08-05 23:48:18,1
16,K1,2022-08-05 23:49:18,1
16,K2,2022-08-05 23:50:18,1
16,K4,2022-08-05 23:51:18,1
16,K5,2022-08-05 23:52:18,1
16,K4,2022-08-05 23:53:18,1
16,K5,2022-08-05 23:54:18,1
16,K3,2022-08-05 23:55:18,1
16,K4,2022-08-05 23:56:18,1
16,K5,2022-08-05 23:57:18,1
16,K4,2022-08-05 23:58:18,1
16,K5,2022-08-05 23:59:18,1
16,K4,2022-08-06 00:00:18,1
16,K7,2022-08-06 00:01:18,1
16,K9,2022-08-06 00:02:18,1
17,K1,2022-08-06 00:03:18,0
17,K9,2022-08-06 00:04:18,0
17,K6,2022-08-06 00:05:18,0
18,K1,2022-08-06 00:06:18,0
18,K2,2022-08-06 00:07:18,0
18,K4,2022-08-06 00:08:18,0
18,K7,2022-08-06 00:09:18,0
18,K4,2022-08-06 00:10:18,0
18,K5,2022-08-06 00:11:18,0
18,K4,2022-08-06 00:12:18,0
18,K3,2022-08-06 00:13:18,0
18,K5,2022-08-06 00:14:18,0
18,K9,2022-08-06 00:15:18,0
19,K1,2022-08-06 00:16:18,1
19,K2,2022-08-06 00:17:18,1
19,K4,2022-08-06 00:18:18,1
19,K5,2022-08-06 00:19:18,1
19,K4,2022-08-06 00:20:18,1
19,K5,2022-08-06 00:21:18,1
19,K4,2022-08-06 00:22:18,1
19,K5,2022-08-06 00:23:18,1
19,K4,2022-08-06 00:24:18,1
19,K5,2022-08-06 00:25:18,1
19,K4,2022-08-06 00:26:18,1
19,K5,2022-08-06 00:27:18,1
19,K4,2022-08-06 00:28:18,1
19,K5,2022-08-06 00:29:18,1
19,K4,2022-08-06 00:30:18,1
19,K3,2022-08-06 00:31:18,1
19,K7,2022-08-06 00:32:18,1
19,K9,2022-08-06 00:33:18,1
20,K1,2022-08-06 00:34:18,1
20,K2,2022-08-06 00:35:18,1
20,K4,2022-08-06 00:36:18,1
20,K3,2022-08-06 00:37:18,1
20,K5,2022-08-06 00:38:18,1
20,K4,2022-08-06 00:39:18,1
20,K5,2022-08-06 00:40:18,1
20,K4,2022-08-06 00:41:18,1
20,K5,2022-08-06 00:42:18,1
20,K4,2022-08-06 00:43:18,1
20,K5,2022-08-06 00:44:18,1
20,K4,2022-08-06 00:45:18,1
20,K7,2022-08-06 00:46:18,1
20,K8,2022-08-06 00:47:18,1
21,K1,2022-08-06 00:48:18,0
21,K6,2022-08-06 00:49:18,0
21,K8,2022-08-06 00:50:18,0
21,K1,2022-08-06 00:51:18,0
22,K1,2022-08-06 00:52:18,1
22,K6,2022-08-06 00:53:18,1
22,K9,2022-08-06 00:54:18,1
23,K1,2022-08-06 00:55:18,1
23,K6,2022-08-06 00:56:18,1
23,K9,2022-08-06 00:57:18,1
24,K1,2022-08-06 00:58:18,1
24,K2,2022-08-06 00:59:18,1
24,K4,2022-08-06 01:00:18,1
24,K5,2022-08-06 01:01:18,1
24,K4,2022-08-06 01:02:18,1
24,K5,2022-08-06 01:03:18,1
24,K4,2022-08-06 01:04:18,1
