case_id,activity,timestamp,label
1,K1,2022-08-05 21:31:23,0
1,K2,2022-08-05 21:32:23,0
1,K4,2022-08-05 21:33:23,0
1,K5,2022-08-05 21:34:23,0
1,K4,2022-08-05 21:35:23,0
1,K5,2022-08-05 21:36:23,0
1,K4,2022-08-05 21:37:23,0
1,K5,2022-08-05 21:38:23,0
1,K4,2022-08-05 21:39:23,0
1,K5,2022-08-05 21:40:23,0
1,K4,2022-08-05 21:41:23,0
1,K5,2022-08-05 21:42:23,0
1,K3,2022-08-05 21:43:23,0
1,K4,2022-08-05 21:44:23,0
1,K5,2022-08-05 21:45:23,0
1,K4,2022-08-05 21:46:23,0
1,K7,2022-08-05 21:47:23,0
1,K9,2022-08-05 21:48:23,0
1,K7,2022-08-05 21:49:23,0
2,K1,2022-08-05 21:50:23,1
2,K2,2022-08-05 21:51:23,1
2,K4,2022-08-05 21:52:23,1
2,K5,2022-08-05 21:53:23,1
2,K4,2022-08-05 21:54:23,1
2,K5,2022-08-05 21:55:23,1
2,K4,2022-08-05 21:56:23,1
2,K5,2022-08-05 21:57:23,1
2,K4,2022-08-05 21:58:23,1
2,K5,2022-08-05 21:59:23,1
2,K4,2022-08-05 22:00:23,1
2,K5,2022-08-05 22:01:23,1
2,K4,2022-08-05 22:02:23,1
2,K5,2022-08-05 22:03:23,1
2,K4,2022-08-05 22:04:23,1
2,K3,2022-08-05 22:05:23,1
2,K7,2022-08-05 22:06:23,1
2,K8,2022-08-05 22:07:23,1
3,K1,2022-08-05 22:08:23,1
3,K6,2022-08-05 22:09:23,1
3,K9,2022-08-05 22:10:23,1
4,K1,2022-08-05 22:11:23,1
4,K2,2022-08-05 22:12:23,1
4,K4,2022-08-05 22:13:23,1
4,K5,2022-08-05 22:14:23,1
4,K4,2022-08-05 22:15:23,1
4,K5,2022-08-05 22:16:23,1
4,K4,2022-08-05 22:17:23,1
4,K5,2022-08-05 22:18:23,1
4,K4,2022-08-05 22:19:23,1
4,K5,2022-08-05 22:20:23,1
4,K3,2022-08-05 22:21:23,1
4,K4,2022-08-05 22:22:23,1
4,K5,2022-08-05 22:23:23,1
4,K4,2022-08-05 22:24:23,1
4,K7,2022-08-05 22:25:23,1
4,K8,2022-08-05 22:26:23,1
5,K1,2022-08-05 22:27:23,1
5,K6,2022-08-05 22:28:23,1
5,K8,2022-08-05 22:29:23,1
6,K1,2022-08-05 22:30:23,1
6,K6,2022-08-05 22:31:23,1
6,K9,2022-08-05 22:32:23,1
7,K1,2022-08-05 22:33:23,1
7,K6,2022-08-05 22:34:23,1
7,K9,2022-08-05 22:35:23,1
8,K1,2022-08-05 22:36:23,1
8,K2,2022-08-05 22:37:23,1
8,K3,2022-08-05 22:38:23,1
8,K4,2022-08-05 22:39:23,1
8,K5,2022-08-05 22:40:23,1
8,K4,2022-08-05 22:41:23,1
8,K7,2022-08-05 22:42:23,1
8,K9,2022-08-05 22:43:23,1
9,K1,2022-08-05 22:44:23,1
9,K6,2022-08-05 22:45:23,1
9,K8,2022-08-05 22:46:23,1
10,K1,2022-08-05 22:47:23,1
10,K2,2022-08-05 22:48:23,1
10,K4,2022-08-05 22:49:23,1
10,K5,2022-08-05 22:50:23,1
10,K4,2022-08-05 22:51:23,1
10,K5,2022-08-05 22:52:23,1
10,K4,2022-08-05 22:53:23,1
10,K5,2022-08-05 22:54:23,1
10,K4,2022-08-05 22:55:23,1
10,K5,2022-08-05 22:56:23,1
10,K4,2022-08-05 22:57:23,1
10,K5,2022-08-05 22:58:23,1
10,K4,2022-08-05 22:59:23,1
10,K5,2022-08-05 23:00:23,1
10,K4,2022-08-05 23:01:23,1
10,K3,2022-08-05 23:02:23,1
10,K7,2022-08-05 23:03:23,1
10,K9,2022-08-05 23:04:23,1
11,K1,2022-08-05 23:05:23,1
11,K6,2022-08-05 23:06:23,1
11,K8,2022-08-05 23:07:23,1
12,K1,2022-08-05 23:08:23,1
12,K6,2022-08-05 23:09:23,1
12,K9,2022-08-05 23:10:23,1
13,K1,2022-08-05 23:11:23,1
13,K6,2022-08-05 23:12:23,1
13,K8,2022-08-05 23:13:23,1
14,K1,2022-08-05 23:14:23,1
14,K2,2022-08-05 23:15:23,1
14,K4,2022-08-05 23:16:23,1
14,K3,2022-08-05 23:17:23,1
14,K5,2022-08-05 23:18:23,1
14,K4,2022-08-05 23:19:23,1
14,K5,2022-08-05 23:20:23,1
14,K4,2022-08-05 23:21:23,1
14,K7,2022-08-05 23:22:23,1
14,K9,2022-08-05 23:23:23,1
15,K1,2022-08-05 23:24:23,1
15,K2,2022-08-05 23:25:23,1
15,K4,2022-08-05 23:26:23,1
15,K5,2022-08-05 23:27:23,1
15,K4,2022-08-05 23:28:23,1
15,K5,2022-08-05 23:29:23,1
15,K4,2022-08-05 23:30:23,1
15,K3,2022-08-05 23:31:23,1
15,K7,2022-08-05 23:32:23,1
15,K9,2022-08-05 23:33:23,1
16,K1,2022-08-05 23:34:23,1
16,K6,2022-08-05 23:35:23,1
16,K8,2022-08-05 23:36:23,1
17,K1,2022-08-05 23:37:23,1
17,K2,2022-08-05 23:38:23,1
17,K4,2022-08-05 23:39:23,1
17,K5,2022-08-05 23:40:23,1
17,K4,2022-08-05 23:41:23,1
17,K3,2022-08-05 23:42:23,1
17,K5,2022-08-05 23:43:23,1
17,K4,2022-08-05 23:44:23,1
17,K5,2022-08-05 23:45:23,1
17,K4,2022-08-05 23:46:23,1
17,K5,2022-08-05 23:47:23,1
17,K4,2022-08-05 23:48:23,1
17,K5,2022-08-05 23:49:23,1
17,K4,2022-08-05 23:50:23,1
17,K5,2022-08-05 23:51:23,1
17,K4,2022-08-05 23:52:23,1
17,K7,2022-08-05 23:53:23,1
17,K9,2022-08-05 23:54:23,1
18,K1,2022-08-05 23:55:23,1
18,K2,2022-08-05 23:56:23,1
18,K4,2022-08-05 23:57:23,1
18,K5,2022-08-05 23:58:23,1
18,K4,2022-08-05 23:59:23,1
18,K3,2022-08-06 00:00:23,1
18,K7,2022-08-06 00:01:23,1
18,K8,2022-08-06 00:02:23,1
19,K1,2022-08-06 00:03:23,1
19,K2,2022-08-06 00:04:23,1
19,K4,2022-08-06 00:05:23,1
19,K5,2022-08-06 00:06:23,1
19,K4,2022-08-06 00:07:23,1
19,K5,2022-08-06 00:08:23,1
19,K3,2022-08-06 00:09:23,1
19,K4,2022-08-06 00:10:23,1
19,K7,2022-08-06 00:11:23,1
19,K9,2022-08-06 00:12:23,1
20,K1,2022-08-06 00:13:23,1
20,K2,2022-08-06 00:14:23,1
20,K4,2022-08-06 00:15:23,1
20,K5,2022-08-06 00:16:23,1
20,K4,2022-08-06 00:17:23,1
20,K3,2022-08-06 00:18:23,1
20,K5,2022-08-06 00:19:23,1
20,K4,2022-08-06 00:20:23,1
20,K5,2022-08-06 00:21:23,1
20,K4,2022-08-06 00:22:23,1
20,K5,2022-08-06 00:23:23,1
20,K4,2022-08-06 00:24:23,1
20,K7,2022-08-06 00:25:23,1
20,K9,2022-08-06 00:26:23,1
21,K6,2022-08-06 00:27:23,0
21,K1,2022-08-06 00:28:23,0
21,K9,2022-08-06 00:29:23,0
22,K1,2022-08-06 00:30:23,1
22,K2,2022-08-06 00:31:23,1
22,K3,2022-08-06 00:32:23,1
22,K4,2022-08-06 00:33:23,1
22,K5,2022-08-06 00:34:23,1
22,K4,2022-08-06 00:35:23,1
22,K5,2022-08-06 00:36:23,1
22,K4,2022-08-06 00:37:23,1
22,K7,2022-08-06 00:38:23,1
22,K8,2022-08-06 00:39:23,1
23,K1,2022-08-06 00:40:23,1
23,K6,2022-08-06 00:41:23,1
23,K8,2022-08-06 00:42:23,1
24,K1,2022-08-06 00:43:23,1
24,K6,2022-08-06 00:44:23,1
24,K8,2022-08-06 00:45:23,1
25,K1,2022-08-06 00:46:23,1
25,K2,2022-08-06 00:47:23,1
25,K4,2022-08-06 00:48:23,1
25,K5,2022-08-06 00:49:23,1
25,K4,2022-08-06 00:50:23,1
